district,village,office,agree,disagree
永安區,保寧里,257,525,9
永安區,保寧里,258,444,10
永安區,維新里,259,782,22
永安區,維新里,260,712,18
岡山區,岡山里,261,529,12
岡山區,岡山里,262,384,11
岡山區,岡山里,263,408,5
岡山區,岡山里,264,395,14
岡山區,壽天里,265,351,14
岡山區,壽天里,266,425,12
岡山區,壽天里,267,431,13
岡山區,平安里,268,460,6
岡山區,維仁里,269,412,13
岡山區,大遼里,270,720,13
岡山區,程香里,271,553,9
岡山區,程香里,272,501,15
岡山區,程香里,273,514,17
岡山區,後紅里,274,560,17
岡山區,後紅里,275,532,8
岡山區,後紅里,276,386,9
岡山區,碧紅里,277,505,22
岡山區,碧紅里,278,475,14
岡山區,碧紅里,279,580,11
岡山區,竹圍里,280,688,14
岡山區,竹圍里,281,708,14
岡山區,竹圍里,282,711,30
岡山區,竹圍里,283,699,16
岡山區,台上里,284,664,24
岡山區,台上里,285,673,22
岡山區,台上里,286,552,18
岡山區,台上里,287,532,13
岡山區,為隨里,288,315,12
岡山區,灣裡里,289,426,10
岡山區,灣裡里,290,398,9
岡山區,本洲里,291,352,6
岡山區,本洲里,292,357,5
岡山區,前峰里,293,553,13
岡山區,前峰里,294,587,11
岡山區,壽峰里,295,384,11
岡山區,壽峰里,296,483,14
岡山區,仁壽里,297,463,14
岡山區,仁壽里,298,427,15
岡山區,仁壽里,299,396,8
岡山區,後協里,300,499,16
岡山區,後協里,301,545,20
岡山區,後協里,302,443,6
岡山區,後協里,303,500,22
岡山區,協和里,304,488,28
岡山區,協和里,305,415,16
岡山區,協和里,306,526,5
岡山區,協榮里,307,314,13
岡山區,協榮里,308,379,13
岡山區,劉厝里,309,675,17
岡山區,白米里,310,386,4
岡山區,白米里,311,373,13
岡山區,石潭里,312,467,17
岡山區,石潭里,313,432,11
岡山區,福興里,314,420,17
岡山區,嘉興里,315,523,11
岡山區,嘉興里,316,460,11
岡山區,嘉興里,317,656,10
岡山區,嘉峰里,318,620,17
岡山區,嘉峰里,319,168,3
岡山區,潭底里,320,353,11
岡山區,華崗里,321,414,10
岡山區,華崗里,322,510,6
岡山區,三和里,323,461,13
岡山區,大莊里,324,352,13
岡山區,忠孝里,325,177,12
岡山區,忠孝里,326,126,5
岡山區,忠孝里,327,129,1
岡山區,仁義里,328,81,11
岡山區,仁義里,329,94,6
岡山區,信義里,330,263,7
岡山區,信義里,331,201,9
岡山區,和平里,332,145,7
燕巢區,尖山里,333,466,9
燕巢區,瓊林里,334,550,14
燕巢區,瓊林里,335,445,20
燕巢區,安招里,336,533,12
燕巢區,安招里,337,423,10
燕巢區,安招里,338,506,15
燕巢區,安招里,339,8,7
燕巢區,角宿里,340,352,10
燕巢區,角宿里,341,329,7
燕巢區,角宿里,342,469,12
燕巢區,鳳雄里,343,526,16
燕巢區,鳳雄里,344,535,9
燕巢區,金山里,345,158,1
燕巢區,東燕里,346,510,13
燕巢區,東燕里,347,455,16
燕巢區,南燕里,348,435,12
燕巢區,南燕里,349,431,18
燕巢區,南燕里,350,523,13
燕巢區,西燕里,351,391,13
燕巢區,西燕里,352,432,8
燕巢區,西燕里,353,514,17
燕巢區,橫山里,354,348,2
燕巢區,橫山里,355,369,17
燕巢區,深水里,356,564,14
燕巢區,深水里,357,346,21
彌陀區,光和里,358,493,17
彌陀區,彌靖里,359,338,11
彌陀區,彌靖里,360,403,9
彌陀區,彌仁里,361,185,8
彌陀區,彌壽里,362,252,13
彌陀區,彌陀里,363,278,12
彌陀區,彌陀里,364,355,10
彌陀區,舊港里,365,293,6
彌陀區,舊港里,366,350,8
彌陀區,文安里,367,342,4
彌陀區,文安里,368,329,8
彌陀區,過港里,369,327,12
彌陀區,鹽埕里,370,411,10
彌陀區,鹽埕里,371,398,16
彌陀區,海尾里,372,254,11
彌陀區,漯底里,373,404,14
彌陀區,南寮里,374,400,12
彌陀區,南寮里,375,361,12
梓官區,梓信里,376,508,10
梓官區,梓信里,377,516,15
梓官區,梓義里,378,472,3
梓官區,梓義里,379,469,23
梓官區,梓和里,380,403,20
梓官區,梓和里,381,318,5
梓官區,梓和里,382,402,8
梓官區,梓平里,383,747,31
梓官區,中崙里,384,543,13
梓官區,同安里,385,452,7
梓官區,大舍里,386,645,19
梓官區,大舍里,387,534,17
梓官區,大舍里,388,463,16
梓官區,赤崁里,389,843,23
梓官區,赤東里,390,623,19
梓官區,赤東里,391,435,14
梓官區,赤西里,392,316,15
梓官區,禮蚵里,393,497,17
梓官區,禮蚵里,394,429,14
梓官區,智蚵里,395,533,10
梓官區,智蚵里,396,334,8
梓官區,智蚵里,397,366,10
梓官區,信蚵里,398,318,7
梓官區,信蚵里,399,667,19
梓官區,茄苳里,400,498,19
梓官區,茄苳里,401,464,11
梓官區,典寶里,402,548,20
梓官區,典寶里,403,689,11
橋頭區,橋頭里,404,472,14
橋頭區,橋頭里,405,491,10
橋頭區,橋南里,406,512,18
橋頭區,仕隆里,407,576,23
橋頭區,仕隆里,408,543,17
橋頭區,仕豐里,409,613,16
橋頭區,仕豐里,410,612,20
橋頭區,芋寮里,411,640,24
橋頭區,東林里,412,537,13
橋頭區,東林里,413,660,18
橋頭區,西林里,414,738,16
橋頭區,白樹里,415,622,17
橋頭區,白樹里,416,572,21
橋頭區,白樹里,417,318,5
橋頭區,筆秀里,418,525,16
橋頭區,筆秀里,419,320,21
橋頭區,新莊里,420,411,14
橋頭區,新莊里,421,180,10
橋頭區,新莊里,422,524,21
橋頭區,新莊里,423,337,9
橋頭區,甲北里,424,545,23
橋頭區,甲北里,425,380,10
橋頭區,甲南里,426,545,21
橋頭區,甲南里,427,583,6
橋頭區,頂鹽里,428,660,22
橋頭區,中崎里,429,348,10
橋頭區,仕和里,430,624,18
橋頭區,仕和里,431,624,20
橋頭區,仕和里,432,600,23
橋頭區,德松里,433,695,18
橋頭區,三德里,434,447,13
楠梓區,清豐里,435,673,12
楠梓區,清豐里,436,634,21
楠梓區,清豐里,437,836,11
楠梓區,清豐里,438,815,30
楠梓區,清豐里,439,746,20
楠梓區,清豐里,440,727,17
楠梓區,清豐里,441,664,22
楠梓區,清豐里,442,779,20
楠梓區,清豐里,443,721,17
楠梓區,清豐里,444,983,28
楠梓區,清豐里,445,723,21
楠梓區,清豐里,446,775,22
楠梓區,東寧里,447,532,10
楠梓區,東寧里,448,566,11
楠梓區,東寧里,449,545,13
楠梓區,五常里,450,694,18
楠梓區,五常里,451,662,14
楠梓區,五常里,452,575,18
楠梓區,五常里,453,705,17
楠梓區,享平里,454,776,20
楠梓區,享平里,455,595,16
楠梓區,惠楠里,456,505,8
楠梓區,惠楠里,457,526,17
楠梓區,中陽里,458,741,20
楠梓區,中陽里,459,770,24
楠梓區,惠民里,460,799,24
楠梓區,惠民里,461,850,21
楠梓區,惠豐里,462,568,19
楠梓區,惠豐里,463,518,16
楠梓區,惠豐里,464,620,17
楠梓區,錦屏里,465,797,16
楠梓區,錦屏里,466,741,17
楠梓區,玉屏里,467,593,10
楠梓區,玉屏里,468,645,10
楠梓區,金田里,469,1048,17
楠梓區,金田里,470,854,24
楠梓區,稔田里,471,800,16
楠梓區,瑞屏里,472,777,12
楠梓區,瑞屏里,473,692,18
楠梓區,翠屏里,474,686,20
楠梓區,翠屏里,475,615,17
楠梓區,翠屏里,476,643,22
楠梓區,翠屏里,477,680,16
楠梓區,翠屏里,478,697,15
楠梓區,翠屏里,479,635,21
楠梓區,翠屏里,480,684,19
楠梓區,翠屏里,481,699,18
楠梓區,宏南里,482,206,6
楠梓區,宏毅里,483,436,20
楠梓區,宏毅里,484,456,19
楠梓區,宏榮里,485,430,17
楠梓區,宏榮里,486,449,9
楠梓區,廣昌里,487,695,15
楠梓區,廣昌里,488,434,16
楠梓區,久昌里,489,544,13
楠梓區,久昌里,490,471,12
楠梓區,大昌里,491,375,11
楠梓區,大昌里,492,316,8
楠梓區,福昌里,493,402,16
楠梓區,福昌里,494,469,9
楠梓區,盛昌里,495,629,13
楠梓區,盛昌里,496,638,10
楠梓區,盛昌里,497,642,16
楠梓區,泰昌里,498,516,8
楠梓區,興昌里,499,529,13
楠梓區,興昌里,500,606,12
楠梓區,興昌里,501,542,17
楠梓區,建昌里,502,499,12
楠梓區,建昌里,503,424,14
楠梓區,宏昌里,504,500,18
楠梓區,宏昌里,505,674,23
楠梓區,和昌里,506,372,11
楠梓區,和昌里,507,345,6
楠梓區,慶昌里,508,525,9
楠梓區,慶昌里,509,603,13
楠梓區,隆昌里,510,578,9
楠梓區,隆昌里,511,583,16
楠梓區,秀昌里,512,375,8
楠梓區,秀昌里,513,352,12
楠梓區,裕昌里,514,712,20
楠梓區,裕昌里,515,617,21
楠梓區,裕昌里,516,566,11
楠梓區,國昌里,517,702,18
楠梓區,國昌里,518,659,18
楠梓區,加昌里,519,553,19
楠梓區,加昌里,520,558,19
楠梓區,加昌里,521,528,15
楠梓區,加昌里,522,590,19
楠梓區,加昌里,523,519,15
楠梓區,仁昌里,524,592,29
楠梓區,仁昌里,525,459,15
楠梓區,仁昌里,526,587,24
楠梓區,藍田里,527,706,17
楠梓區,藍田里,528,718,22
楠梓區,藍田里,529,754,22
楠梓區,藍田里,530,648,16
楠梓區,中興里,531,753,19
楠梓區,中和里,532,845,21
楠梓區,中和里,533,799,20
左營區,進學里,534,515,16
左營區,尾西里,535,467,16
左營區,頂北里,536,239,6
左營區,中北里,537,296,4
左營區,中南里,538,240,4
左營區,廟東里,539,442,9
左營區,廟北里,540,431,9
左營區,尾南里,541,357,3
左營區,尾北里,542,636,15
左營區,尾北里,543,713,17
左營區,屏山里,544,260,9
左營區,祥和里,545,31,4
左營區,永清里,546,89,11
左營區,莒光里,547,442,20
左營區,光輝里,548,357,6
左營區,光輝里,549,448,12
左營區,合群里,550,132,9
左營區,合群里,551,74,3
左營區,明建里,552,171,11
左營區,頂西里,553,471,11
左營區,聖后里,554,342,7
左營區,聖西里,555,165,5
左營區,聖南里,556,244,6
左營區,城南里,557,226,13
左營區,路東里,558,344,8
左營區,廍北里,559,207,5
左營區,廍南里,560,281,8
左營區,埤西里,561,346,12
左營區,埤北里,562,286,6
左營區,埤東里,563,372,12
左營區,海勝里,564,214,13
左營區,海勝里,565,272,17
左營區,海勝里,566,114,4
左營區,海勝里,567,130,6
左營區,崇實里,568,503,19
左營區,崇實里,569,507,12
左營區,自助里,570,90,6
左營區,果貿里,571,119,7
左營區,果貿里,572,274,11
左營區,果惠里,573,243,9
左營區,果峰里,574,203,15
左營區,新下里,575,556,17
左營區,新下里,576,627,25
左營區,新下里,577,638,20
左營區,新下里,578,727,28
左營區,新下里,579,798,14
左營區,新下里,580,792,17
左營區,新下里,581,814,18
左營區,新上里,582,859,24
左營區,新上里,583,878,18
左營區,新上里,584,744,17
左營區,新上里,585,672,10
左營區,新上里,586,530,15
左營區,新上里,587,542,9
左營區,新上里,588,807,21
左營區,新上里,589,845,9
左營區,新上里,590,835,24
左營區,新上里,591,834,13
左營區,新上里,592,889,13
左營區,新上里,593,816,17
左營區,新上里,594,844,17
左營區,新中里,595,763,17
左營區,新中里,596,789,19
左營區,新中里,597,727,12
左營區,新光里,598,762,10
左營區,新光里,599,788,15
左營區,新光里,600,749,31
左營區,新光里,601,707,14
左營區,新光里,602,653,20
左營區,新光里,603,627,13
左營區,新光里,604,696,17
左營區,菜公里,605,795,14
左營區,菜公里,606,856,14
左營區,菜公里,607,853,19
左營區,菜公里,608,784,13
左營區,菜公里,609,809,22
左營區,菜公里,610,737,20
左營區,菜公里,611,731,12
左營區,菜公里,612,887,15
左營區,菜公里,613,724,16
左營區,菜公里,614,903,24
左營區,菜公里,615,676,17
左營區,菜公里,616,644,17
左營區,菜公里,617,629,9
左營區,菜公里,618,544,11
左營區,福山里,619,594,17
左營區,福山里,620,662,16
左營區,福山里,621,729,13
左營區,福山里,622,640,17
左營區,福山里,623,608,11
左營區,福山里,624,768,12
左營區,福山里,625,703,19
左營區,福山里,626,666,24
左營區,福山里,627,758,9
左營區,福山里,628,710,16
左營區,福山里,629,627,13
左營區,福山里,630,720,21
左營區,福山里,631,725,16
左營區,福山里,632,767,19
左營區,福山里,633,643,12
左營區,福山里,634,784,9
左營區,福山里,635,585,24
左營區,福山里,636,646,15
大社區,嘉誠里,637,315,9
大社區,保社里,638,603,23
大社區,保社里,639,812,15
大社區,大社里,640,513,17
大社區,大社里,641,459,9
大社區,大社里,642,445,8
大社區,大社里,643,690,17
大社區,保安里,644,643,16
大社區,保安里,645,774,26
大社區,三奶里,646,407,20
大社區,三奶里,647,411,10
大社區,三奶里,648,387,11
大社區,觀音里,649,516,14
大社區,觀音里,650,680,22
大社區,觀音里,651,693,18
大社區,觀音里,652,663,16
大社區,神農里,653,727,21
大社區,神農里,654,661,21
大社區,神農里,655,775,16
大社區,中里里,656,523,13
大社區,中里里,657,446,7
大社區,中里里,658,369,15
大社區,翠屏里,659,371,12
大社區,翠屏里,660,437,7
仁武區,大灣里,661,951,22
仁武區,大灣里,662,911,15
仁武區,灣內里,663,659,20
仁武區,灣內里,664,537,12
仁武區,灣內里,665,578,18
仁武區,灣內里,666,661,18
仁武區,灣內里,667,933,20
仁武區,考潭里,668,558,11
仁武區,考潭里,669,523,15
仁武區,烏林里,670,458,19
仁武區,烏林里,671,510,15
仁武區,烏林里,672,557,14
仁武區,仁福里,673,348,9
仁武區,仁武里,674,700,25
仁武區,仁武里,675,828,16
仁武區,仁武里,676,742,14
仁武區,文武里,677,783,23
仁武區,文武里,678,688,18
仁武區,文武里,679,664,19
仁武區,文武里,680,583,24
仁武區,文武里,681,571,18
仁武區,文武里,682,681,20
仁武區,竹後里,683,570,16
仁武區,竹後里,684,584,18
仁武區,八卦里,685,824,17
仁武區,八卦里,686,831,8
仁武區,八卦里,687,753,12
仁武區,八卦里,688,803,26
仁武區,八卦里,689,719,24
仁武區,八卦里,690,762,15
仁武區,八卦里,691,786,22
仁武區,八卦里,692,677,12
仁武區,八卦里,693,693,17
仁武區,高楠里,694,524,25
仁武區,高楠里,695,489,27
仁武區,後安里,696,587,17
仁武區,後安里,697,599,26
仁武區,中華里,698,666,31
仁武區,五和里,699,748,23
仁武區,五和里,700,703,18
仁武區,五和里,701,685,19
仁武區,仁和里,702,820,22
仁武區,仁和里,703,824,15
仁武區,赤山里,704,952,22
仁武區,赤山里,705,920,15
仁武區,赤山里,706,884,21
仁武區,仁慈里,707,960,33
鳥松區,鳥松里,708,697,11
鳥松區,鳥松里,709,499,14
鳥松區,鳥松里,710,655,8
鳥松區,鳥松里,711,467,7
鳥松區,鳥松里,712,440,4
鳥松區,鳥松里,713,787,21
鳥松區,鳥松里,714,675,17
鳥松區,夢裡里,715,585,19
鳥松區,夢裡里,716,548,21
鳥松區,夢裡里,717,837,24
鳥松區,大華里,718,720,18
鳥松區,大華里,719,558,22
鳥松區,大華里,720,726,16
鳥松區,大華里,721,669,12
鳥松區,大華里,722,673,10
鳥松區,大華里,723,724,16
鳥松區,坔埔里,724,566,13
鳥松區,坔埔里,725,536,13
鳥松區,坔埔里,726,532,19
鳥松區,仁美里,727,609,18
鳥松區,仁美里,728,640,14
鳥松區,仁美里,729,604,12
鳥松區,仁美里,730,532,9
鳥松區,仁美里,731,439,16
鳥松區,大竹里,732,340,15
鳥松區,華美里,733,503,16
鳥松區,華美里,734,499,10
鳥松區,華美里,735,602,17
大樹區,竹寮里,736,571,18
大樹區,竹寮里,737,491,15
大樹區,九曲里,738,615,14
大樹區,九曲里,739,653,10
大樹區,九曲里,740,598,8
大樹區,久堂里,741,533,15
大樹區,久堂里,742,541,13
大樹區,久堂里,743,542,16
大樹區,水安里,744,537,13
大樹區,水安里,745,530,11
大樹區,水寮里,746,505,14
大樹區,水寮里,747,581,18
大樹區,檨腳里,748,506,10
大樹區,檨腳里,749,405,14
大樹區,檨腳里,750,471,11
大樹區,興山里,751,485,15
大樹區,和山里,752,466,18
大樹區,姑山里,753,477,13
大樹區,大坑里,754,625,10
大樹區,井腳里,755,377,10
大樹區,井腳里,756,358,13
大樹區,小坪里,757,567,8
大樹區,龍目里,758,484,12
大樹區,龍目里,759,419,6
大樹區,大樹里,760,536,16
大樹區,大樹里,761,545,12
大樹區,三和里,762,382,10
大樹區,溪埔里,763,337,15
大樹區,溪埔里,764,361,7
大樹區,興田里,765,388,6
大樹區,興田里,766,175,10
大樹區,統嶺里,767,257,8
鼓山區,鼓峰里,768,251,4
鼓山區,鼓峰里,769,309,12
鼓山區,雄峰里,770,184,7
鼓山區,雄峰里,771,279,9
鼓山區,前峰里,772,584,9
鼓山區,前峰里,773,479,20
鼓山區,前峰里,774,342,6
鼓山區,光榮里,775,499,11
鼓山區,光榮里,776,522,11
鼓山區,光榮里,777,559,13
鼓山區,民族里,778,545,12
鼓山區,內惟里,779,488,7
鼓山區,建國里,780,621,14
鼓山區,建國里,781,390,8
鼓山區,忠正里,782,492,6
鼓山區,忠正里,783,461,12
鼓山區,忠正里,784,511,4
鼓山區,自強里,785,56,4
鼓山區,龍井里,786,447,17
鼓山區,正德里,787,894,21
鼓山區,平和里,788,851,14
鼓山區,平和里,789,793,21
鼓山區,民強里,790,602,14
鼓山區,民強里,791,607,15
鼓山區,厚生里,792,532,13
鼓山區,厚生里,793,816,14
鼓山區,龍子里,794,679,14
鼓山區,龍子里,795,819,17
鼓山區,龍子里,796,664,20
鼓山區,龍子里,797,779,26
鼓山區,龍子里,798,746,10
鼓山區,龍子里,799,743,19
鼓山區,龍子里,800,755,11
鼓山區,龍子里,801,802,17
鼓山區,龍水里,802,835,10
鼓山區,龍水里,803,761,17
鼓山區,龍水里,804,768,17
鼓山區,龍水里,805,862,17
鼓山區,龍水里,806,706,21
鼓山區,龍水里,807,777,15
鼓山區,龍水里,808,731,18
鼓山區,龍水里,809,730,13
鼓山區,龍水里,810,755,10
鼓山區,龍水里,811,742,14
鼓山區,龍水里,812,707,13
鼓山區,明誠里,813,785,11
鼓山區,明誠里,814,574,16
鼓山區,明誠里,815,730,12
鼓山區,明誠里,816,674,13
鼓山區,明誠里,817,719,10
鼓山區,明誠里,818,696,21
鼓山區,明誠里,819,653,15
鼓山區,明誠里,820,811,14
鼓山區,華豐里,821,617,15
鼓山區,華豐里,822,736,19
鼓山區,裕興里,823,499,13
鼓山區,裕興里,824,589,15
鼓山區,裕豐里,825,347,12
鼓山區,裕豐里,826,382,16
鼓山區,鼓岩里,827,485,12
鼓山區,樹德里,828,559,12
鼓山區,寶樹里,829,475,12
鼓山區,興宗里,830,527,15
鼓山區,光化里,831,471,17
鼓山區,山下里,832,505,8
鼓山區,河邊里,833,549,15
鼓山區,綠川里,834,609,14
鼓山區,登山里,835,229,3
鼓山區,峰南里,836,320,5
鼓山區,麗興里,837,417,7
鼓山區,新民里,838,459,7
鼓山區,延平里,839,375,13
鼓山區,維生里,840,576,14
鼓山區,惠安里,841,501,16
鼓山區,壽山里,842,580,21
鼓山區,哨船頭里,843,362,11
鼓山區,桃源里,844,226,7
鹽埕區,藍橋里,845,606,14
鹽埕區,慈愛里,846,148,8
鹽埕區,博愛里,847,312,16
鹽埕區,壽星里,848,442,10
鹽埕區,中山里,849,473,8
鹽埕區,教仁里,850,384,6
鹽埕區,教仁里,851,488,8
鹽埕區,新樂里,852,355,5
鹽埕區,中原里,853,280,10
鹽埕區,光明里,854,550,8
鹽埕區,育仁里,855,339,6
鹽埕區,河濱里,856,349,18
